Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Grand National Hotel	161 Underwood St, Paddington NSW 2021	Paddington	NSW	Aus	(02) 9363 4997	www.thegrandnationalhotel.com.au	-33.8864365	151.231693	2	Pub/Bar	beers.png	Y	Pretty dull pub, staff really standoffish. Not really a place I'd be keen on returning to in a hurry.	
Grand View Hotel	47 Pearson St, Brunswick West VIC 3055	Brunswick	Vic	Aus	(03) 9380 8606	www.grandviewbrunswick.com.au	-37.7663347	144.9487222	3	Pub/Bar	beers.png	Y	Not really all that bad, but nothing all that flash either.	
Grange Hotel, the	489 Esplanade, Grange SA 5022	Henley Beach	SA	Aus	(08) 8356 8111	www.grangehotel.com.au	-34.9021676	138.4890608	2	Pub/Bar	beers.png	Y	Standard pub, though located near the beach. Not really a place to go out of your way to visit. Pretty basic and much better offerings nearby.	
Harlow	447 Church St, Richmond VIC 3121	Richmond	Vic	Aus	(03) 9810 0082	www.harlowbar.com.au	-37.8268175	144.9979508	5	Pub/Bar	beers.png	Y	Awesome pub. Great beer garden, decent selection of beers, and a happy hour as a bonus.	
Great Southern Hotel	717 George St, Sydney NSW 2000	Sydney	NSW	Aus	(02) 9289 4400	www.greatsouthernhotel.com.au	-33.8809535	151.2043674	1	Pub/Bar	beers.png	Y	Only went to the bar, but that was enough to know I hated this place. Never going back. Decidedly hostile.	
Great Western Hotel	101 Main St, Great Western VIC 3374	Great Western	Vic	Aus	(03) 5356 2270	www.greatwesternhotel.pub	-37.1516029	142.8542723	3	Pub/Bar	beers.png	Y	Friendly staff, but typical of a country pub.	
Greenroof Hotel	71 Tudor St, Hamilton NSW 2303	Hamilton	NSW	Aus	(02) 4961 3079	www.thegreenroof.com.au	-32.9246051	151.7492738	5	Pub/Bar	beers.png	Y	Awesome place to stay. Great staff, and really comfortable. The pub is pretty cool as well.	
Greenwood Hotel	36 Blue St, North Sydney NSW 2060	North Sydney	NSW	Aus	(02) 9964 9477	www.greenwoodhotel.com	-33.8404214	151.2072584	5	Pub/Bar	beers.png	Y	Awesome hotel in an historic building on the roof of a shopping centre. Great atmosphere an quite large (non-smoking) beer garden.	
Burwood Hotel, the	121-123 Burwood Rd, Burwood NSW 2134	Strathfield	NSW	Aus	(02) 9747 5200	www.theburwoodhotel.com.au	-33.8774852	151.1033275	2	Pub/Bar	beers.png	Y	Didn't like this place all that much. Not a huge selection of beers, and while nice, not a place I'd regularly visit.	
Greensborough Hotel, the	75 Main St, Greensborough VIC 3088	Greensborough	Vic	Aus	(03) 9435 1911	www.greensboroughhotel.com.au	-37.7029721	145.1046035	3	Pub/Bar	beers.png	Y	Not a bad place, though I felt a little put out when one of the staff started following me around when I wandered into the pokies room. However, aside from that, I liked the place, especially the selection of craft beers available. Oh, and the bartender in the front bar was also quite nice.	
Great Northern Hotel	644 Rathdowne St, Carlton North VIC 3054	Carlton	Vic	Aus	(03) 9380 9569	www.gnh.net.au	-37.7819975	144.9733369	3	Pub/Bar	beers.png	Y	Not too bad, but not the best either.	
Green Park Hotel, the	360 Victoria St, Darlinghurst NSW 2010	Paddington	NSW	Aus	(02) 9380 5311	www.greenparkhotel.com.au	-33.8784266	151.2215629	4	Pub/Bar	beers.png	Y	Not a bad hotel. Interesting beer garden in the middle, which allows smoking.	
Griffins Hotel, the	38 Hindmarsh Square, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8223 7954	www.thegriffins.com.au	-34.9238685	138.606504	2	Pub/Bar	beers.png	Y	This used to be a pretty cool pub but in the time I have been away from Adelaide it has basically become a gastro pub. Gone are the beef schnitzels and the local beers to be replaced by an assortment to low carb and imported beers.	
Grosvenor Hotel	320 George St, Brisbane City QLD 4000	Brisbane	Qld	Aus	0415 815 731	www.thegrosvenorongeorge.com.au	-27.4694398	153.0217454	1	Pub/Bar	beers.png	Y	Tacky, very tacky.	
Grosvenor Hotel, the	339 Hay St, Perth WA 6000	Perth	WA	Aus	(08) 9325 3799	www.thegrosvenorperth.com.au	-31.9574867	115.8682587	4	Pub/Bar	beers.png	Y	Not a bad hotel. Great beers, and great beer garden. Bouncers a bit iffy though.	
GT’s Hotel	64 Devonshire Street, Beattie Ln, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9211 1687	www.gtshotel.com.au	-33.8857932	151.2073342	3	Pub/Bar	beers.png	Y	An okay pub but nothing about it really makes it stand out from all the other pubs in the area.	
Guilty Rogue	466 George St, Brisbane City QLD 4000	Brisbane	Qld	Aus	(07) 3014 1716	www.guiltyrogue.com.au	-27.467193	153.0195606	3	Pub/Bar	beers.png	Y	Not a bad bar Open late and was near my hotel. However no outdoor and is quite dark inside.	
Gumeracha Hotel	30 Albert St, Gumeracha SA 5233	Birdwood	SA	Aus	(08) 8389 1001	www.gumhotel.com.au	-34.8238859	138.8847013	1	Pub/Bar	beers.png	Y	Pretty dull and boring hotel, though it does have Vietnamese Cuisine, and the Blues Brothers dolls are cool.	
Hackney Hotel, the	95 Hackney Rd, Hackney SA 5069	Kent Town	SA	Aus	(08) 8362 9282	www.thehackney.com.au	-34.9102572	138.6132275	2	Pub/Bar	beers.png	Y	Does a good schnitzel, but nothing else about this place that makes it stand out all that much.	
Half Moon	120 Church St, Brighton VIC 3186	Brighton	Vic	Aus	(03) 9591 0611	www.halfmoon.com.au	-37.9155816	144.9958364	4	Pub/Bar	beers.png	Y	Pretty flash pub. Has a nice beer garden and a decent range of craft beers available.	
Hambaagaa	1349 Princes Hwy, Heathcote NSW 2233	Engadine	NSW	Aus	(02) 9520 4087	Nil	-34.08725	151.0077481	3	Pub/Bar	beers.png	Y	Basic take-away store, but does do decent chicken pack. Chips quite nice as well, and not too pricey either.	
Hampshire Hotel	110 Grote St, Adelaide SA 5000	Adelaide	SA	Aus	0403 884 802	Nil	-34.9286105	138.5950149	4	Pub/Bar	beers.png	N	Pretty decent place. Not sure what all the negativty was all about. Staff was friendly, and cheap drinks as well as some craft beers.	
Harold Park Hotel	70A Ross St, Forest Lodge NSW 2037	Annandale	NSW	Aus	(02) 9660 4745	www.haroldparkhotel.com.au	-33.8802209	151.180333	4	Pub/Bar	beers.png	N	Not a bad pub at all. Nicely done up and decent beer garden as well. Good beers on tap too.	
Harbour Rocks Hotel	34 Harrington St, Sydney NSW 2000	The Rocks	NSW	Aus	(02) 8220 9999	www.accorhotels.com	-33.8597278	151.2079952	4	Pub/Bar	beers.png	Y	Thought it was a pub but turns out to be a four star hotel. Really friendly staff and loved lobby. Not a place to hang about for a drink though.	
Harbour View Hotel	18 Lower Fort St, Dawes Point NSW 2000	The Rocks	NSW	Aus	(02) 9252 4111	www.harbourview.com.au	-33.8567147	151.2071999	4	Pub/Bar	beers.png	Y	A nice quiet little pub at the foot of the Harbour Bridge. Is nowhere near as crowded as some of the other pubs in the area. I like this place.	
Hard Rubbish Bar	670 Plenty Rd, Preston VIC 3072	Preston	Vic	Aus	0414 704 077	Nil	-37.7309816	145.0148882	4	Pub/Bar	beers.png	Y	Pretty cool bar, though wasn't a huge choice in beers. Loved the seats that were outside, and the atmosphere was pretty cool as well.	
Harlequin Inn	152-156 Harris St, Sydney NSW 2009	Pyrmont	NSW	Aus	(02) 9660 8146	www.harlequininn.com.au	-33.8698568	151.1941433	2	Pub/Bar	beers.png	Y	An uninspiring sports bar. Probably okay, but not really my type of pub.	
Harp & Fiddle	86 Bathurst Rd, Katoomba NSW 2780	Blue Mountains	NSW	Aus	(02) 4782 1111	www.thecarrington.com.au	-33.7125129	150.311209	2	Pub/Bar	beers.png	Y	Nothing really all that inspiring.	
Harp of Erin	636 High St, Kew East VIC 3102	Kew	Vic	Aus	(03) 9859 1631	www.harpoferin.com.au	-37.799196	145.0511984	3	Pub/Bar	beers.png	Y	Nothing fantastic. Basic working class pub. However, if you look around you can find some crafts.	
Harry’s Bar	12-14 Grenfell St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 3951	www.harrysongrenfell.com.au	-34.924137	138.6001602	4	Pub/Bar	beers.png	Y	Certainly has upgraded since I was last here, especially the upstairs area.	
Harts Pub	Essex St & Gloucester Street, The Rocks NSW 2000	The Rocks	NSW	Aus	(02) 9251 6030	www.hartspub.com	-33.8617846	151.2062618	4	Pub/Bar	beers.png	Y	Pretty cool pub with a huge selection of house beers. More than willing to give you some samplings if you can't decided. Does get crowded on a Friday though.	
Hats & Tatts	78 Cecil St, South Melbourne VIC 3205	South Melbourne	Vic	Aus	Nil	Nil	-37.8306156	144.9562796	5	Pub/Bar	beers.png	Y	Pretty awesome pub, with some excellent beers on tap, and some great music. A grunge bar so my type. Not too crowded either which is a bonus.	
Hellenic Hotel	Hobsons Bay Hotel, 28 Ferguson St, Williamstown VIC 3016	Williamstown	Vic	Aus	(03) 9207 7477	www.hellenicrepublic.com.au	-37.8591005	144.900231	3	Pub/Bar	beers.png	Y	More of a greek restaurant which was once a pub, but you can come here just for a beer. Still, it doesn't feel quite right.	
Hell’s Kitchen	20A Centre Pl, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9654 5755	www.hellskitchenmelbourne.com	-37.8165866	144.9654496	5	Pub/Bar	beers.png	Y	Heaps cool innercity bar down a really grungy alleyway. Heaps of character.	
Hendon Hotel	110 Tapleys Hill Rd, Royal Park SA 5014	Port Adelaide	SA	Aus	(08) 8445 6161	www.hendonhotel.com.au	-34.8743599	138.5117901	1	Pub/Bar	beers.png	Y	Cheap schnitty, but not a reason to come here though.	
Henley Beach Hotel	157 Esplanade, Henley Beach SA 5022	Henley Beach	SA	Aus	(08) 8356 5014	www.henleybeachhotel.com.au	-34.9254316	138.4954113	2	Pub/Bar	beers.png	Y	Pretty ordinary pub for a pub across the road from the beach. Not really one of my favourites. The Ramsgate is much better.	
Hero of Waterloo, the	81 Lower Fort St., Millers Point NSW 2000	The Rocks	NSW	Aus	(02) 9252 4553	www.heroofwaterloo.com.au	-33.8577619	151.2057386	5	Pub/Bar	beers.png	Y	Awesome pub. Checkout their website for some really cool history about the place. Still looks like it did back in the 1800s. Have to come here for a tour some time.	
Highlander Bar	11A Highlander Ln, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9620 2228	www.highlanderbar.com.au	-37.8197231	144.9578353	2	Pub/Bar	beers.png	Y	Only open Friday nights, limited menu options, and not enough places to sit myself down. Upstairs room was closed. Still, decent decor.	
Highlander Hotel, the	647 North East Road, Gilles Plains SA 5086	Modbury	SA	Aus	(08) 8261 5288	www.highlanderhotel.com.au	-34.8521695	138.6653374	4	Pub/Bar	beers.png	Y	Pretty cool place, though it has a reputation. The nightclub was cool, and they have a mixed grill consisting of Kangaroo, Emu, and Crocodile.	
Highway, the	290 Anzac Hwy, Plympton SA 5038	Glenelg	SA	Aus	(08) 8297 8155	www.thehighway.com.au	-34.9647952	138.5542713	5	Pub/Bar	beers.png	Y	Awesome pub which caters for just about everybody. Sports bar, pokies, fine dining, and an awesome beer gardens that transforms into a nightclub. Certainly has changed a lot.	
Hilton Hotel	264 South Rd, Hilton SA 5033	Torrensville	SA	Aus	(08) 8443 8404	www.hilton-hotel.com.au	-34.9316578	138.5698795	4	Pub/Bar	beers.png	Y	Changed so much. One of my old favourites. Has certainly grown with the times.	
Holdfast Hotel	83 Brighton Rd, Glenelg South SA 5045	Glenelg	SA	Aus	(08) 8295 2051	www.theholdy.com.au	-34.985219	138.5201385	4	Pub/Bar	beers.png	Y	Awesome beer garden and great restaurant out the back. Really liked the atmosphere.	
Hollywood Hotel	2 Foster St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9281 2765	Nil	-33.8796085	151.210438	1	Pub/Bar	beers.png	Y	Went here a couple of years back and it was pretty awesome. Came back more recently and the awesomeness had left it a pale shadow of its former glory.	
Honey Rider	230/232 Military Rd, Neutral Bay NSW 2089	Mosman	NSW	Aus	(02) 9953 8880	www.honeyriderbar.com.au	-33.831241	151.2236285	5	Pub/Bar	beers.png	Y	Awesome little bar. Brews its own beer and the beer is fantastic. Not too pricey either.	
Club Hotel	51 Queen St, Warragul VIC 3820	Warragul	Vic	Aus	(03) 5623 1636	www.clubhotelwarragul.com.au	-38.1631562	145.9297745	2	Pub/Bar	beers.png	Y	Not particularly thrilled with this place. More like a club that a rustic pub. Probably won’t return.	
Bay Hotel	182 Marine Parade, Maroubra NSW 2035	Randwick	NSW	Aus	(02) 9349 4220	www.thebayhotelanddiner.com.au	-33.946083	151.2566129	3	Pub/Bar	beers.png	Y	Okay, but typical beachside pub. Nice staff, but not really my style.	
Hope Inn	348 Port Rd, Hindmarsh SA 5007	Hindmarsh	SA	Aus	(08) 8340 3087	www.thehopeinn.com.au	-34.9029163	138.5664769	3	Pub/Bar	beers.png	Y	Not a bad pub. Awesome beer garden but fairly standard beers on tap. More of a working class pub. Might change though.	
Horse, the	381 Crown St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	1300 976 683	www.thehorsesurryhills.com.au	-33.8853779	151.2137403	4	Pub/Bar	beers.png	Y	Another quite popular, and quite crowded, pub. Some pretty interesting craft beers though, including a cucumber beer.	
Horse's Bar	113 Brunswick St, Fitzroy VIC 3065	Fitzroy	Vic	Aus	(03) 9078 5098	Nil	-37.8041825	144.9770647	4	Pub/Bar	beers.png	Y	Great little hole in the wall bar with a horsey theme. Good selection of beers and really friendly staff. Should try to get here more often than I do.	
Hotel Wright Street	88 Wright St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8211 8000	Nil	-34.9314743	138.5969017	4	Pub/Bar	beers.png	Y	This place is a lot bigger than I remember. Pretty awesome pub, though it was the case when I was last here.	
Aberfoyle Hub Tavern, the	The Hub Shopping Centre., Christie Way, Aberfoyle Park SA 5159	Reynella	SA	Aus	(08) 8270 4955	www.aberfoylehubtavern.com.au	-35.075123	138.5913006	3	Pub/Bar	beers.png	Y	Not a bad pub considering its location. Expect the basic pub grub and cheap beers. Has a pokies room and a sports bar. Nice outdoor area though.	
Hung Drawn & Quartered	26-27 Great Tower St, London EC3R 5AQ, UK	London	England	UK	+44 20 7626 6123	www.hung-drawn-and-quartered.co.uk	51.5095511	-0.0808852	4	Pub/Bar	beers.png	Y	Had to come back here to check out the hangman's noose. Love this pub and the staff are pretty awesome. While not the closest to Shakespeare's famous Eastcheap pub, it was the only one open over Easter when I was here back in 2013 - also, has a pretty awesome name.	
Hunters Hill Hotel	64 Gladesville Rd, Hunters Hill NSW 2110	Drummoyne	NSW	Aus	(02) 9817 2188	www.huntershillhotel.com.au	-33.8335578	151.1446884	4	Pub/Bar	beers.png	Y	Pretty cool hotel. Quite large and has an impressive beer garden. Great selection of beers on tap as well.	
Hush Bar	Latrobe St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9663 7440	Nil	-37.8107278	144.9631955	1	Pub/Bar	beers.png	N	Can't really recommend this place. Despite the awesome view and the fact it is not crowded, the staff are really not all that pleasant. 	
Hyde Park Tavern	187 King William Rd, Hyde Park SA 5061	Goodwood	SA	Aus	(08) 8272 0800	www.hydeparktavern.com.au	-34.9556401	138.6001683	2	Pub/Bar	beers.png	Y	Fairly classy joint in a classy part of Adelaide. Nothing really fantastic. Only came here to say I had been here.	
Bailey's	20 Reid Promenade, Joondalup WA 6027	Joondalup	WA	Aus	(08) 9300 0633	Nil	-31.7418713	115.7687867	1	Pub/Bar	beers.png	N	Another one closed. Oh well, wasn’t all that great anyway.	
Imperial Hotel	252 Oxford St, Paddington NSW 2021	Paddington	NSW	Aus	(02) 9331 2023	www.imperialhotelpaddington.com.au	-33.884936	151.2269429	3	Pub/Bar	beers.png	Y	Has quite an interesting 'beer garden'.	
Insignia	502 Flinders St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9629 7405	www.insigniaonflinders.com.au	-37.8200567	144.9575362	4	Pub/Bar	beers.png	Y	A pretty cool place for a quiet drink on a Friday night. Friendly staff, cheap prices, and always a place to be able to sit down. Okay, no outdoor area, but that doesn't matter because I have always felt comfortable and relaxed here.	
Ivanhoe Hotel, the	27 The Corso, Manly NSW 2095	Manly	NSW	Aus	(02) 9976 3955	www.ivanhoehotelmanly.com.au	-33.7980621	151.2859205	3	Pub/Bar	beers.png	Y	Another awesome pub on the Corso	
Jack Ruby	89 King William Street, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 5795	www.jackruby.com.au	-34.9248158	138.5991561	3	Pub/Bar	beers.png	N	A pretty pricey craft beer bar with an American theme. Not bad, and better than the old Bull & Bear days, but not one of my favourites.	
Jackson's on George	176 George St, Sydney NSW 2000	Sydney	NSW	Aus	(02) 9247 2727	www.jacksonsongeorge.com.au	-33.8619316	151.2081813	3	Pub/Bar	beers.png	N	Is now a full blown Irish bar which gives it a lot of character. Has quite a few different beers on tap, which gives it bonus points. The area out the front is uncovered though so can get wet.	
James Place Hotel	21 James Pl, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 2277	www.jamesplacehotel.com.au	-34.9236416	138.6004452	3	Pub/Bar	beers.png	Y	This is a cool little pub hidden away from the major thoroughfares in Adelaide and a quiet place to have a drink. It's one of those places that slips my mind until I walk past it again and realise that I haven't been inside for ages.	
Cooloongatta Hotel, the	Marine Parade, Coolangatta QLD 4225	Cooloongatta	Qld	Aus	(07) 5589 6888	www.thecoolyhotel.com.au	-28.1676915	153.5388705	3	Pub/Bar	beers.png	Y	Not a bad pub. Some nice beers on tap and decent vibe. Can get a little crowded but bouncers were cool.	
Richmond Inn, the	90 March St, Richmond NSW 2753	Richmond	NSW	Aus	(02) 4578 1044	Nil	-33.5995355	150.7519956	3	Pub/Bar	beers.png	Y	Nice and friendly staff. Not a huge range of tap beers, but quite a nice beer garden.	
Curtin, the	29 Lygon St, Carlton VIC 3053	Carlton	Vic	Aus	(03) 9663 6350	www.johncurtinhotel.com	-37.8062088	144.9656256	3	Pub/Bar	beers.png	Y	Not a bad pub. Great live music venue. Had some bad experiences, but I don't hold the pub for that.	
Joiner’s Arms	9 Manton St, Hindmarsh SA 5007	Hindmarsh	SA	Aus	(08) 8340 3044	www.thejoiners.com.au	-34.9080099	138.5715376	2	Pub/Bar	beers.png	Y	Basically it's the soccer pub, being across the road from Hindmarsh Stadium. Not a bad place, but gets really crowded on soccer nights. They have kicked all the smokers out of the beer garden and turned it into a restaurant.	
Joint Bar, the	35 Elizabeth St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 8614 5703	www.thejointbar.com.au	-37.8173558	144.9642592	4	Pub/Bar	beers.png	Y	Been here heap. Great grungy little bar with balcony.	
Junction Hotel	1 Plenty Rd, Preston VIC 3072	Preston	Vic	Aus	(03) 9484 1009	www.junctionhotel.net.au	-37.7516231	145.0018508	3	Pub/Bar	beers.png	Y	Not too bad but not a great selection of beers either.	
Junktion	99 High St, Kew VIC 3101	Kew	Vic	Aus	(03) 9853 8960	www.junktion.com.au	-37.8076099	145.0283907	4	Pub/Bar	beers.png	N	Not a bad hotel. Opens later than most. Quite large and pretty cool beer garden.	
Kauri Foreshore Hotel	2 Bridge Rd, Glebe NSW 2037	Glebe	NSW	Aus	(02) 9660 0112	www.thekauri.com.au	-33.8761115	151.189588	3	Pub/Bar	beers.png	Y	Don't expect a hipster bar. A classic old man pub in the heart of Sydney. Nice rooftop deck as well.	
Kedron Park Hotel	693 Lutwyche Rd, Kedron Park QLD 4030	Lutwyche	Qld	Aus	(07) 3857 1482	www.kedronparkhotel.com.au	-27.4157616	153.0367864	3	Pub/Bar	beers.png	Y	Not a bad suburban pub. Has an old style building, but quite modern inside. Everything you expect from a suburban pub. Does a meat raffle on Friday nights. Not a bad place for a beer.	
Keg & Brew Hotel	26 Foveaux St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9212 1740	www.kegandbrew.com.au	-33.8839313	151.209735	5	Pub/Bar	beers.png	Y	A huge selection of beers (including one called the 'Mad Abbott'). Pretty small pub, but a pretty cool one nonetheless.	
Kent Town Hotel	76 Rundle St, Kent Town SA 5067	Kent Town	SA	Aus	(08) 8362 2116	www.kenttownhotel.com.au	-34.9197385	138.6202008	3	Pub/Bar	beers.png	Y	Used to be much better, and a regular hangout with my friends. It has changed somewhat since I was last here. Love the screen that shows you how much beer is left in the barrel.	
Kentish Hotel, the	23 Stanley St, North Adelaide SA 5006	North Adelaide	SA	Aus	(08) 8267 1173	www.thekentish.com.au	-34.9045883	138.6091336	4	Pub/Bar	beers.png	Y	Great little pub hidden out of the way. Good selection of tap beers, lovely non-smoking beer garden, and cool looking wine cellar room for fuctions.	
Kilburn, the	348 Burwood Rd, Hawthorn VIC 3122	Hawthorn	Vic	Aus	(03) 9913 5831	www.thekilburn.com.au	-37.8227614	145.0350341	4	Pub/Bar	beers.png	Y	Cool, classy pub. Actually a whiskey bar, but has beer on tap. Friendly staff as well.	
Kings Cross Hotel	244/248 William St, Potts Point NSW 2011	Darlinghurst	NSW	Aus	(02) 9331 9900	www.kingscrosshotel.com.au	-33.8749368	151.2219267	1	Pub/Bar	beers.png	Y	Overcrowded and packed full of backpackers. Not really my scene.	
King’s Head Hotel, the	357 King William St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8212 6657	www.kingsheadpub.com.au	-34.9327297	138.5998411	4	Pub/Bar	beers.png	Y	Pretty cool pub. Awesome schnitzel and friendly staff. Been here a few times in the past, but not as many as I would have liked. Great patio area as well.	
Kingsford Hotel	32 Murray St, Gawler SA 5118	Gawler	SA	Aus	(08) 8522 1687	www.kingsfordhotel.com	-34.6009985	138.7489897	3	Pub/Bar	beers.png	Y	Not a bad pub, has two beer gardens, one of them non-smoking. Also offers the stonegrill. Bar staff are also quite pleasant.	
Kirribilli Hotel	35-37 Broughton St, Milsons Point NSW 2061	North Sydney	NSW	Aus	(02) 9955 1415	www.kirribillihotel.com.au	-33.8457898	151.2127536	4	Pub/Bar	beers.png	Y	Pretty cool craft beer bar. Offers $15.00 paddles. Conventiently located across from the railway station. Nice outdoor area as well.	
Kitty Somerset	565 High St, Northcote VIC 3070	Preston	Vic	Aus	(03) 9482 9445	www.kittysomerset.com.au	-37.763684	144.9993952	4	Pub/Bar	beers.png	Y	Heaps awesome laidback bar. Could spend ages here contemplating the universe. I must go back again. Staff are pretty awesome as well.	
Knox Tavern	1 Capital City Blvd, Wantirna South VIC 3152	Knox	Vic	Aus	(03) 9800 3011	www.knoxtavern.com.au	-37.8702515	145.2444235	2	Pub/Bar	beers.png	Y	Pretty ordinary shopping centre pub. Nothing much to really write about.	
Little Topar Roadhouse	11908 Barrier Hwy, Little Topar NSW 2880	Broken Hill	NSW	Aus	(08) 8091 9428	www.retail.mogasregional.com.au	-31.7797779	142.227178	5	Pub/Bar	beers.png	Y	A pub in the middle of nowhere. This is so Australian.	
Empire Hotel	339 Brunswick St, Fortitude Valley QLD 4006	Fortitude Valley	Qld	Aus	(07) 3852 5000	www.empirehotel.com.au	-27.458768	153.0349728	3	Pub/Bar	beers.png	Y	Changed since I was last here, a bit, but not much. Still the same, but does have some nice beers and friendly staff.	
L’hotel Gitan	32 Commercial Rd, Prahran VIC 3181	Prahran	Vic	Aus	(03) 9999 0990	www.lhotelgitan.com.au	-37.846115	144.9867782	3	Pub/Bar	beers.png	Y	A nice intimate French restaurant with a bar at the front. I liked the place. The staff were friendly, though I wouldn't sit outside if you wanted something intimate as it's on the street.	
La Buvette	27 Gresham St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8410 8170	www.labuvettedrinkery.com.au	-34.9226382	138.5987034	3	Pub/Bar	beers.png	Y	Nice little laneway bar adding some more sparkle to Adelaide's alleyways. Wasn't too happy with the beers on tap though.	
La La Land	134 Chapel St, Windsor VIC 3181	Prahran	Vic	Aus	(03) 9533 8972	www.lalaland.com.au	-37.8535452	144.9932823	2	Pub/Bar	beers.png	Y	Very red. Has cheap drinks at happy hour. Nothing fantasic though. Pretty much the same as all the other bars on Chapel Street.	
La Rambla	28 Peel St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8410 0020	www.laramblatapas.com.au	-34.9239786	138.5980707	2	Pub/Bar	beers.png	Y	Didn't really think too much of this place. Didn't seem to stand out as much as some of the other places.	
Labour in Vain	197A Brunswick St, Fitzroy VIC 3065	Fitzroy	Vic	Aus	(03) 9417 5955	www.labourinvain.com.au 	-37.8014748	144.9776131	4	Pub/Bar	beers.png	Y	Turns out this is a pretty cool pub, if only for the rooftop deck.	
Landro Tap	162 Greville St, Prahran VIC 3181	Prahran	Vic	Aus	(03) 9510 2233	www.ladro.com.au	-37.8494115	144.9920432	3	Pub/Bar	beers.png	Y	Great selection of craft beers, but came across more as an Italian restaurant. Still, you can sit down just for a drink.	
Lansdowne Hotel	2 - 6 City Rd, Chippendale NSW 2008	Ultimo	NSW	Aus	Nil	www.thelansdownepub.com.au	-33.8847867	151.194897	5	Pub/Bar	beers.png	Y	Nothing short of awesome. Classic grunge bar with great music. Loved the beer garden as well.	
Lady Burra Brewhouse	4 Topham Mall, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8231 8928	www.ladyburrabrewhouse.com.au	-34.9248439	138.5976103	5	Pub/Bar	beers.png	Y	Great place that has opened up since I lived in Adelaide. Basically a craft beer bar. Serves beer in butchers as well.	
Lady Daly Hotel	126 Port Rd, Hindmarsh SA 5007	Hindmarsh	SA	Aus	(08) 8340 4600	www.ladydaly.com.au	-34.90658	138.573094	5	Pub/Bar	beers.png	Y	Awesome pub. Great craft beers on tap. Only just discovered its wonders as well.	
Lady Grange	1 Fitzroy St, St Kilda VIC 3182	St Kilda	Vic	Aus	Nil	Nil	-37.8627141	144.9727795	4	Pub/Bar	beers.png	N	Very classy restaurant that can be really pricey, however their beers are quite reasonably priced. I quite liked the place and the staff were really nice, especially since I was not dressed like somebody who looked like they had wads of cash.	
Laneway Bar	121 Hindley St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 7071 5768	Nil	-34.9233903	138.5949526	4	Pub/Bar	beers.png	N	Feels like I’m back in Melbourne.	
Laneway Lounge, the	414b Murray St, Perth WA 6000	Perth	WA	Aus	(08) 9321 2508	www.thelanewaylounge.com.au	-31.9508331	115.8534647	3	Pub/Bar	beers.png	N	Lovely chic interior, but not really a place that stands out in my mind. Also, you have assigned seats, which was a little annoying.	
Elephant & Wheelbarrow, the	94-96 Bourke St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9639 8444	www.elephantandwheelbarrow.com.au	-37.8119319	144.9701486	2	Pub/Bar	beers.png	Y	Good beers on tap, lovely décor, and has some pretty cool shows on, but I don’t really like the place. Too crowded and too expensive.	
Sticky Wicket, the	32 Jonson St, Byron Bay NSW 2481	Byron Bay	NSW	Aus	(02) 6685 8493	Nil	-28.642801	153.6119635	3	Pub/Bar	beers.png	Y	An okay bar, though not one of the greatest. Lots of surfing on the TV.	
Land of Promise, the	172 Port Rd, Hindmarsh SA 5007	Hindmarsh	SA	Aus	(08) 8346 4203	www.landofpromise.com.au	-34.9058815	138.5719457	3	Pub/Bar	beers.png	Y	Great little old mans pub, though the back area may not be everybody's cup of tea. Cheap meals as well, though the back area can get pretty expensive.	
Last Coach, the	Cnr Timor &, Kepler St, Warrnambool VIC 3280	Warrnambool	Vic	Aus	(03) 5561 3168	Nil	-38.3845347	142.4796413	3	Pub/Bar	beers.png	Y	Not a bad pub, really nice lounge area. Probably more connected with the motel next door. Not many patrons, but a nice place nonetheless.	
Last Jar, the	616 Elizabeth St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9348 2957	www.thelastjar.com.au	-37.8038758	144.9587461	2	Pub/Bar	beers.png	Y	Not the best pub I've been to. It gets quite crowded, and the outdoor area is pretty ordinary. It does have an umbrella bucket so I give it stars for that.	
